street,City,State,Latitude,Longitude,Accuracy Score,Accuracy Type,County,Zip,Country,Source
4800 SOUTH RIDGE TE,Fort Worth,TX,32.703378,-97.469509,0.6,rooftop,Tarrant County,76126,US,Tarrant County
4900 FITZHUGH AVE,Fort Worth,TX,32.717973,-97.250223,1,rooftop,Tarrant County,76105,US,Tarrant County
4900 RONDO DR,Fort Worth,TX,32.830368,-97.317791,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4900 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.689457,-97.241911,0.2,rooftop,Tarrant County,76119,US,Tarrant County
500 BLUE HAZE DR,Fort Worth,TX,32.753738,-97.504268,1,rooftop,Tarrant County,76108,US,Tarrant County
500 CONSTELLATION CT,Fort Worth,TX,32.753867,-97.480339,1,range_interpolation,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
500 N JIM WRIGHT FREEWAY,Fort Worth,TX,32.755257,-97.47935,0.8,street_center,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
5000 LYNDON DR,Fort Worth,TX,32.700866,-97.449506,1,rooftop,Tarrant County,76116,US,Tarrant County
5000 MONARDA WAY,Fort Worth,TX,32.62619,-97.398674,1,rooftop,Tarrant County,76123,US,Tarrant County
5000 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.660923,-97.25135,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
5000 TOWNSEND DR,Fort Worth,TX,32.673421,-97.349061,1,rooftop,Tarrant County,76115,US,Tarrant County
5000 WALDEN AVE,Fort Worth,TX,32.674402,-97.384107,1,range_interpolation,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
5100 RONDO DR,Fort Worth,TX,32.834872,-97.31735,1,rooftop,Tarrant County,76106,US,Tarrant County
5200 KALTENBRUN RD,Fort Worth,TX,32.677544,-97.244109,1,rooftop,Tarrant County,76119,US,Tarrant County
5200 WONDER DR,Fort Worth,TX,32.671653,-97.384452,1,rooftop,Tarrant County,76133,US,Tarrant County
5400 FLAMINGO RD,Fort Worth,TX,32.678659,-97.262375,1,rooftop,Tarrant County,76119,US,Tarrant County
5500 LASTER RD,Fort Worth,TX,32.679517,-97.237304,1,rooftop,Tarrant County,76119,US,Tarrant County
5500 NAFEX WAY,Fort Worth,TX,32.846132,-97.331689,1,rooftop,Tarrant County,76131,US,Tarrant County
5700 BRIDGE ST,Fort Worth,TX,32.76099,-97.232365,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
6200 WRIGLEY WAY,Fort Worth,TX,32.655172,-97.39614,1,rooftop,Tarrant County,76133,US,Tarrant County
6300 TRAIL LAKE DR,Fort Worth,TX,32.655697,-97.399956,1,rooftop,Tarrant County,76133,US,Tarrant County
6400 CAMP BOWIE ACCESS,Fort Worth,TX,32.726016,-97.423275,1,rooftop,Tarrant County,76116,US,Tarrant County
6400 CANYON CIR,Fort Worth,TX,32.650502,-97.356045,1,rooftop,Tarrant County,76133,US,Tarrant County
6700 CALMONT AV,Fort Worth,TX,32.734649,-97.432406,1,rooftop,Tarrant County,76116,US,Tarrant County
6900 EAGLE ROCK DR,Fort Worth,TX,32.642975,-97.359541,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
700 FOREST PARK BL,Fort Worth,TX,32.750938,-97.345469,0.8,street_center,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
700 SOUTHEAST LOOP INTERSTATE 820,Fort Worth,TX,32.668032,-97.312932,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
700 VERNA TRL N,Fort Worth,TX,32.777523,-97.499761,1,range_interpolation,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
7000 STRAWBERRY WAY,Fort Worth,TX,32.868143,-97.298184,1,rooftop,Tarrant County,76137,US,Tarrant County
7200 OLD MILL RU,Fort Worth,TX,32.640121,-97.382664,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
7200 OVERHILL RD,Fort Worth,TX,32.705127,-97.438937,1,rooftop,Tarrant County,76116,US,Tarrant County
7300 MADEIRA DR,Fort Worth,TX,32.750785,-97.201836,1,rooftop,Tarrant County,76112,US,Tarrant County
7400 MC CART AVE,Fort Worth,TX,32.637603,-97.370311,1,rooftop,Tarrant County,76133,US,Tarrant County
7500 SECRETARIAT CT,Fort Worth,TX,32.758707,-97.194541,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
7600 HOLLOW FOREST DR,Fort Worth,TX,32.632176,-97.356635,1,rooftop,Tarrant County,76123,US,Tarrant County
7600 LAWNSBERRY DR,Fort Worth,TX,32.87879,-97.267875,1,rooftop,Tarrant County,76137,US,Tarrant County
7800 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.822856,-97.390858,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
800 E INTERSTATE 820 FREEWAY N,Fort Worth,TX,0,0,0,,,,,
800 ELMWOOD AVE,Fort Worth,TX,32.725105,-97.319133,1,range_interpolation,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
800 FAIRVIEW ST,Fort Worth,TX,32.774323,-97.294688,1,rooftop,Tarrant County,76111,US,Tarrant County
8000 BUTTERCUP CIR S,Fort Worth,TX,32.625084,-97.380544,1,rooftop,Tarrant County,76123,US,Tarrant County
8000 HOSTA WAY,Fort Worth,TX,32.625088,-97.391621,1,rooftop,Tarrant County,76123,US,Tarrant County
8100 LEAD CIR,Fort Worth,TX,32.888925,-97.306719,0.8,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
8200 BOAT CLUB RD,Fort Worth,TX,32.874776,-97.424539,1,rooftop,Tarrant County,76179,US,Tarrant County
8500 MIAMI SPRINGS DR,Fort Worth,TX,32.620607,-97.377351,1,rooftop,Tarrant County,76123,US,Tarrant County
8600 MARIETTA CT,Fort Worth,TX,32.616582,-97.36953,1,rooftop,Tarrant County,76123,US,Tarrant County
8900 FLYING RANCH RD,Fort Worth,TX,32.625447,-97.353265,1,rooftop,Tarrant County,76134,US,Tarrant County
8900 WATERCRESS DR,Fort Worth,TX,32.815651,-97.471756,1,range_interpolation,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
900 NORTHTON ST,Fort Worth,TX,32.728688,-97.317801,0.33,place,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
100 20 CAMPUS,Fort Worth,TX,32.679099,-97.296684,0.8,street_center,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
1000 BESSIE ST,Fort Worth,TX,32.739969,-97.31562,1,rooftop,Tarrant County,76104,US,Tarrant County
1000 BROWN DR,Fort Worth,TX,32.675135,-97.315858,1,rooftop,Tarrant County,76115,US,Tarrant County
1000 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.765823,-97.214181,0.2,rooftop,Tarrant County,76119,US,Tarrant County
10300 OLD DENTON RD,Fort Worth,TX,32.942078,-97.2979,0.8,street_center,Tarrant County,76248,US,TIGER/Line® dataset from the US Census Bureau
10300 POINT LOBOS TRL,Fort Worth,TX,32.924095,-97.325671,1,rooftop,Tarrant County,76177,US,Tarrant County
10500 ELK HOLLOW DR,Fort Worth,TX,32.602881,-97.323802,1,range_interpolation,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
10500 WINDING PASSAGE WAY,Fort Worth,TX,32.920859,-97.370693,1,rooftop,Tarrant County,76131,US,Tarrant County
10900 RIPPLING BROOK WAY,Fort Worth,TX,32.807516,-97.136271,0.8,street_center,Tarrant County,76040,US,TIGER/Line® dataset from the US Census Bureau
1100 HAYNES AVE,Fort Worth,TX,32.732927,-97.268195,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
1100 NORTH WAY DR,Fort Worth,TX,32.84571,-97.340562,1,rooftop,Tarrant County,76131,US,Tarrant County
1100 VICKI LN,Fort Worth,TX,32.70678,-97.313844,1,rooftop,Tarrant County,76104,US,Tarrant County
11000 CALDWELL LN,Fort Worth,TX,32.922863,-97.422079,1,range_interpolation,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
11800 RIVER VIEW WAY,Fort Worth,TX,32.777888,-97.418241,0.8,street_center,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
1200 FAIRMOUNT AVE,Fort Worth,TX,32.731808,-97.341383,1,rooftop,Tarrant County,76104,US,Tarrant County
1200 MARION AVE,Fort Worth,TX,32.716258,-97.31241,1,rooftop,Tarrant County,76104,US,Tarrant County
12700 CEDAR HOLLOW DR,Fort Worth,TX,32.958284,-97.261573,1,rooftop,Tarrant County,76244,US,Tarrant County
12800 CAMPOLINA WAY,Fort Worth,TX,32.961279,-97.291001,1,rooftop,Tarrant County,76244,US,Tarrant County
12800 SINGLETON DR,Fort Worth,TX,32.94889,-97.504108,0.8,street_center,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
1300 WILLOW GLEN CI,Fort Worth,TX,32.635357,-97.33792,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
13200 MOONLAKE WAY,Fort Worth,TX,32.968833,-97.388562,1,range_interpolation,Tarrant County,76052,US,TIGER/Line® dataset from the US Census Bureau
13300 AUSTIN STONE DR,Fort Worth,TX,32.98537,-97.417676,0.8,street_center,Tarrant County,76052,US,TIGER/Line® dataset from the US Census Bureau
13700 CANYON RANCH RD,Fort Worth,TX,32.855231,-97.277664,0.8,street_center,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
13800 TRINITY BL,Fort Worth,TX,32.876905,-97.346142,0.8,street_center,Tarrant County,76131,US,TIGER/Line® dataset from the US Census Bureau
1400 ALAMO BELL WAY,Fort Worth,TX,32.979229,-97.39108,1,range_interpolation,Tarrant County,76052,US,TIGER/Line® dataset from the US Census Bureau
1400 GAINSBOROUGH WAY,Fort Worth,TX,32.607205,-97.291302,0.6,rooftop,Tarrant County,76140,US,Tarrant County
14300 FAA BL,Fort Worth,TX,32.832142,-97.060715,1,range_interpolation,Tarrant County,76155,US,TIGER/Line® dataset from the US Census Bureau
14400 JFK BL,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
14800 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.832715,-97.044867,0.9,rooftop,Tarrant County,76155,US,Tarrant County
1500 COLEMAN AVE,Fort Worth,TX,32.729896,-97.259802,1,rooftop,Tarrant County,76105,US,Tarrant County
1500 E PRESIDIO ST,Fort Worth,TX,32.744889,-97.313381,1,range_interpolation,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
1500 HOLT ST,Fort Worth,TX,32.7582,-97.251477,1,range_interpolation,Tarrant County,76103,US,TIGER/Line® dataset from the US Census Bureau
1500 JACKSBORO HW,Fort Worth,TX,32.771092,-97.360516,1,range_interpolation,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
1500 NORTH CREST CT,Fort Worth,TX,32.745544,-97.401806,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
1500 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,32.78228,-97.212564,1,range_interpolation,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
1500 PAMELA LN,Fort Worth,TX,32.756992,-97.204817,1,rooftop,Tarrant County,76112,US,Tarrant County
15500 YARBERRY DR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1600 ALAMO BELL WAY,Fort Worth,TX,32.979859,-97.396869,1,range_interpolation,Tarrant County,76052,US,TIGER/Line® dataset from the US Census Bureau
1600 AVE E,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1600 BELMONT AVE,Fort Worth,TX,32.773057,-97.360654,1,range_interpolation,Tarrant County,76164,US,TIGER/Line® dataset from the US Census Bureau
1600 CLOVER LN,Fort Worth,TX,32.743943,-97.378442,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
1600 DANIEL ST,Fort Worth,TX,32.726683,-97.301732,1,rooftop,Tarrant County,76104,US,Tarrant County
1600 DILLARD ST,Fort Worth,TX,32.729078,-97.242736,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
1600 EAST FREEWAY,Fort Worth,TX,32.72683,-97.321098,0.9,rooftop,Tarrant County,76104,US,Tarrant County
1600 SUMMIT AV,Fort Worth,TX,32.74303,-97.342089,1,range_interpolation,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
1600 WASHINGTON AV,Fort Worth,TX,32.727368,-97.336181,1,rooftop,Tarrant County,76104,US,Tarrant County
16300 RED RIVER LN,Fort Worth,TX,32.679988,-97.401836,0.8,street_center,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
16300 VICTORY CIR E,Fort Worth,TX,32.601084,-97.252286,0.8,street_center,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
16400 VICTORY CIR W,Fort Worth,TX,32.601084,-97.252286,0.8,street_center,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
1700 EVANS AVE,Fort Worth,TX,32.725851,-97.318655,1,rooftop,Tarrant County,76104,US,Tarrant County
1700 LAGONDA AVE,Fort Worth,TX,32.776453,-97.359099,1,range_interpolation,Tarrant County,76164,US,TIGER/Line® dataset from the US Census Bureau
1700 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.822856,-97.390858,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
1800 BOMAR AV,Fort Worth,TX,32.747239,-97.30317,1,range_interpolation,Tarrant County,76103,US,TIGER/Line® dataset from the US Census Bureau
1800 CRESTED BUTTE DR,Fort Worth,TX,32.890369,-97.333114,1,rooftop,Tarrant County,76131,US,Tarrant County
1800 GAINSBOROUGH WAY,Fort Worth,TX,32.624874,-97.345693,1,rooftop,Tarrant County,76134,US,Tarrant County
1800 SKYLINE DR,Fort Worth,TX,32.786412,-97.398076,1,rooftop,Tarrant County,76114,US,Tarrant County
1800 VERA AVE,Fort Worth,TX,32.726984,-97.246844,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
1900 AVE D,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1900 EPHRIHAM AV,Fort Worth,TX,32.786477,-97.380082,1,rooftop,Tarrant County,76164,US,Tarrant County
1900 WATERS ST,Fort Worth,TX,32.750872,-97.317135,0.8,street_center,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
1900 WILLOW PARK DR,Fort Worth,TX,32.631625,-97.346676,1,rooftop,Tarrant County,76134,US,Tarrant County
1900 WURZBURG DR,Fort Worth,TX,32.643987,-97.346967,1,rooftop,Tarrant County,76134,US,Tarrant County
1900 YUCCA AV,Fort Worth,TX,32.780816,-97.319886,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
200 7 OLD HWY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
200 BRANDIES ST,Fort Worth,TX,32.764057,-97.291916,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
200 CHASMIER WAY,Fort Worth,TX,32.631654,-97.326185,1,rooftop,Tarrant County,76134,US,Tarrant County
200 EAST LOOP INTERSTATE 820,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
200 SHUMER SHUFFLE DR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2000 MARIGOLD AVE,Fort Worth,TX,32.782985,-97.316615,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
2000 MISTLETOE BL,Fort Worth,TX,32.674806,-97.448831,0.8,street_center,Tarrant County,76126,US,TIGER/Line® dataset from the US Census Bureau
2000 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.740774,-97.347652,0.9,rooftop,Tarrant County,76102,US,Tarrant County
2000 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.726778,-97.480155,0.8,street_center,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
2100 BURNSIDE DR,Fort Worth,TX,32.913807,-97.330668,1,rooftop,Tarrant County,76177,US,Tarrant County
2100 LAUGHLIN RD,Fort Worth,TX,32.917374,-97.329789,1,rooftop,Tarrant County,76177,US,Tarrant County
2200 S INTERSTATE 820 FW,Fort Worth,TX,32.787719,-97.212431,1,range_interpolation,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
2200 WATSON ST,Fort Worth,TX,32.747792,-97.24764,1,rooftop,Tarrant County,76103,US,Tarrant County
2300 GOULD AVE,Fort Worth,TX,32.786468,-97.359927,1,rooftop,Tarrant County,76164,US,Tarrant County
2300 MALL CIR,Fort Worth,TX,32.853442,-97.248761,0.8,street_center,Tarrant County,76148,US,TIGER/Line® dataset from the US Census Bureau
2300 PROSPECT AVE,Fort Worth,TX,32.786516,-97.356235,1,rooftop,Tarrant County,76164,US,Tarrant County
2300 SPRUCE SPRINGS WAY,Fort Worth,TX,32.921584,-97.326938,1,rooftop,Tarrant County,76177,US,Tarrant County
2400 COLTER CT,Fort Worth,TX,32.738461,-97.510234,1,rooftop,Tarrant County,76108,US,Tarrant County
2400 COLUMBUS AVE,Fort Worth,TX,32.788293,-97.364685,1,rooftop,Tarrant County,76164,US,Tarrant County
2400 NOTTINGHAM BL,Fort Worth,TX,32.744948,-97.213583,1,rooftop,Tarrant County,76112,US,Tarrant County
2500 AVE G,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2500 CAROLINA DR,Fort Worth,TX,32.617845,-97.358737,0.8,street_center,Tarrant County,76123,US,TIGER/Line® dataset from the US Census Bureau
2500 EPHRIHAM AV,Fort Worth,TX,32.792078,-97.374702,1,range_interpolation,Tarrant County,76164,US,TIGER/Line® dataset from the US Census Bureau
2500 GOLDEN TRIANGLE BL,Fort Worth,TX,32.937237,-97.26706,0.8,street_center,Tarrant County,76244,US,TIGER/Line® dataset from the US Census Bureau
2500 GRAND GULF RD,Fort Worth,TX,32.611448,-97.358237,1,rooftop,Tarrant County,76123,US,Tarrant County
2500 JACKSBORO HW,Fort Worth,TX,32.786827,-97.384758,1,range_interpolation,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
2500 STADIUM DR,Fort Worth,TX,32.716198,-97.365844,1,rooftop,Tarrant County,76109,US,Tarrant County
2600 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2600 CREEKWOOD LN,Fort Worth,TX,32.628795,-97.360306,1,rooftop,Tarrant County,76123,US,Tarrant County
2600 GREENE AVE,Fort Worth,TX,32.71363,-97.358586,1,rooftop,Tarrant County,76109,US,Tarrant County
2600 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.826438,-97.38695,1,range_interpolation,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
2600 NW JIM WRIGHT FREEWAY,Fort Worth,TX,32.837623,-97.357646,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
2600 PROSPECT AVE,Fort Worth,TX,32.615444,-97.360838,0.9,rooftop,Tarrant County,76123,US,Tarrant County
2600 QUINN ST,Fort Worth,TX,32.723126,-97.288309,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
2600 TIMBERLINE DR,Fort Worth,TX,32.694662,-97.290866,1,rooftop,Tarrant County,76119,US,Tarrant County
2700 AZLE AV,Fort Worth,TX,32.79795,-97.377779,1,rooftop,Tarrant County,76106,US,Tarrant County
2700 CANBERRA CT,Fort Worth,TX,32.718291,-97.291735,1,rooftop,Tarrant County,76105,US,Tarrant County
2700 EAST LOOP INTERSTATE 820,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
2700 EMILY DR,Fort Worth,TX,32.741506,-97.23895,1,rooftop,Tarrant County,76112,US,Tarrant County
2700 GALEMEADOW DR,Fort Worth,TX,32.629784,-97.361221,1,rooftop,Tarrant County,76123,US,Tarrant County
2700 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.825342,-97.389192,1,range_interpolation,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
2700 SAGEHILL DR,Fort Worth,TX,32.634079,-97.359859,1,rooftop,Tarrant County,76123,US,Tarrant County
2700 SHELTER GROVE RD,Fort Worth,TX,32.857775,-97.321286,1,range_interpolation,Tarrant County,76131,US,TIGER/Line® dataset from the US Census Bureau
2700 STALCUP RD,Fort Worth,TX,32.718922,-97.23823,1,rooftop,Tarrant County,76105,US,Tarrant County
2700 ZOOLOGICAL PARK DR,Fort Worth,TX,32.722498,-97.360078,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
2800 AUDRAS WAY S,Fort Worth,TX,32.703757,-97.414532,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
2800 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2800 BURCHILL RD,Fort Worth,TX,32.723091,-97.28539,1,rooftop,Tarrant County,76105,US,Tarrant County
2800 N INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
2800 WESTWIND CI,Fort Worth,TX,32.884698,-97.440934,0.8,street_center,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
2900 DEEN RD,Fort Worth,TX,32.797143,-97.325651,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
2900 HALBERT ST,Fort Worth,TX,32.736842,-97.216082,1,rooftop,Tarrant County,76112,US,Tarrant County
2900 HOLLOW VALLEY DR,Fort Worth,TX,32.951532,-97.298472,1,rooftop,Tarrant County,76244,US,Tarrant County
2900 MEADOWGLEN CI,Fort Worth,TX,32.733919,-97.477258,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
300 HURST BL,Fort Worth,TX,32.826982,-97.16359,1,range_interpolation,Tarrant County,76022,US,TIGER/Line® dataset from the US Census Bureau
3000 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3000 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3000 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3000 SOUTH FW,Fort Worth,TX,32.707537,-97.321366,1,rooftop,Tarrant County,76104,US,Tarrant County
3000 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.714648,-97.229307,0.2,rooftop,Tarrant County,76119,US,Tarrant County
3100 ALTA VIEW ST,Fort Worth,TX,32.800274,-97.298222,1,rooftop,Tarrant County,76111,US,Tarrant County
3100 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3100 BRYAN AVE,Fort Worth,TX,32.705294,-97.325333,1,range_interpolation,Tarrant County,76110,US,TIGER/Line® dataset from the US Census Bureau
3100 DAMON AVE,Fort Worth,TX,32.771386,-97.303018,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
3100 EAST FREEWAY,Fort Worth,TX,32.799806,-97.319726,0.9,rooftop,Tarrant County,76177,US,Tarrant County
3100 HUNTER ST,Fort Worth,TX,32.733336,-97.214751,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
3100 MCCART AV,Fort Worth,TX,32.705571,-97.353956,0.9,rooftop,Tarrant County,76115,US,Tarrant County
3100 SYCAMORE SCHOOL RD,Fort Worth,TX,32.636951,-97.365305,1,rooftop,Tarrant County,76133,US,Tarrant County
3200 CANBERRA CT,Fort Worth,TX,32.713586,-97.291731,1,rooftop,Tarrant County,76105,US,Tarrant County
3200 E LANCASTER AVE,Fort Worth,TX,32.747522,-97.363024,1,range_interpolation,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
3200 KATHY LN,Fort Worth,TX,32.62414,-97.363992,1,rooftop,Tarrant County,76123,US,Tarrant County
3200 LAWNWOOD ST,Fort Worth,TX,32.761096,-97.301723,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
3200 LUBBOCK AVE,Fort Worth,TX,32.703866,-97.356771,1,rooftop,Tarrant County,76109,US,Tarrant County
3200 STRONG AVE,Fort Worth,TX,32.716098,-97.279847,1,rooftop,Tarrant County,76105,US,Tarrant County
3300 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3300 BONNIE DR,Fort Worth,TX,32.724054,-97.446696,1,rooftop,Tarrant County,76116,US,Tarrant County
3300 LAUREL VALLEY WAY,Fort Worth,TX,32.860558,-97.309379,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
3300 PORTALES DR,Fort Worth,TX,32.72581,-97.46933,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
3300 SYDNEY ST,Fort Worth,TX,32.712942,-97.27017,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
3400 AVE C,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3400 AVE D,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3400 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3400 AVE K,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3400 CONWAY ST,Fort Worth,TX,32.767775,-97.299645,1,rooftop,Tarrant County,76111,US,Tarrant County
3400 HIGHLAWN TER,Fort Worth,TX,32.638961,-97.368229,1,rooftop,Tarrant County,76133,US,Tarrant County
3400 S JIM WRIGHT FW,Fort Worth,TX,32.818424,-97.411746,0.6,rooftop,Tarrant County,76135,US,Tarrant County
3400 WHITTIER ST,Fort Worth,TX,32.680792,-97.365846,1,rooftop,Tarrant County,76133,US,Tarrant County
3500 5TH AVE,Fort Worth,TX,32.698518,-97.339653,1,rooftop,Tarrant County,76110,US,Tarrant County
3500 AVE L,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3500 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3500 BANDERA RANCH RD,Fort Worth,TX,32.980713,-97.281825,0.8,street_center,Tarrant County,76248,US,TIGER/Line® dataset from the US Census Bureau
3500 CRENSHAW AVE,Fort Worth,TX,32.718168,-97.274885,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
3500 FOSSIL PARK DR,Fort Worth,TX,32.867412,-97.307835,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
