NIBRS_Offense_Code,NIBRS_Crime_Against,NIBRS_Offense_Category,NIBRS_Offense_Type,CATEGORY,OFFENSEDESCRIPTION
90B,Crimes against society,Curfew/Loitering/Vagrancy Violations,90B Curfew/Loitering/Vagrancy Violations,DISORDERLY CONDUCT,VAGRANCY - LOITERING
90B,Crimes against society,Curfew/Loitering/Vagrancy Violations,90B Curfew/Loitering/Vagrancy Violations,DISORDERLY CONDUCT,VAGRANCY (OTHER)
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,"ABILITY IMPAIRED BY ALCOHOL, VOLUNTARY"
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,"ABILITY IMPAIRED BY DRUGS, VOLUNTARY"
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,ABILITY IMPAIRED INTOXICATING LIQUOR AIRCRAFT/LOCOMOTIVE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,ABILITY IMPAIRED INTOXICATING LIQUOR OFF ROAD VEHICLE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,"ACCIDENT, HIT & RUN"
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,BAC OF NOT LESS THAN 002% OR MORE THAN 007% FOR PERSON UNDER 21 YEARS OF AGE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,CHILD ENDANGERMENT (OCCUPANT LESS THAN 16)
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,FELONY LONG TERM INCAPACITATING INJURY BY DRUNK DRIVING
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,LET INTOX PERSON OPERATE M/V CAUSING SERIOUS INJURY (DRUGS)
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UI CAUSING SERIOUS INJURY
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UNDER THE INFLUENCE OF ALCOHOL
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UNDER THE INFLUENCE OF ALCOHOL -BOAT
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UNDER THE INFLUENCE OF ALCOHOL -SNOWMOBILE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UNDER THE INFLUENCE OF DRUGS
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING UNDER THE INFLUENCE OF DRUGS -BOAT
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,MISCELLANEOUS,OPERATING UNDER THE INFLUENCE OF LIQUOR OR DRUGS
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING W/I 8 HRS OF CONSUMING INTOX LIQUOR/CONTROLLED SUBS
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OPERATING WITH B.A.C. OF .10% OR MORE OFF ROAD VEHICLE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OUI CONTROLLED SUBSTANCE OFF ROAD VEHICLE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OUI INTOXICATING LIQUOR AIRCRAFT/LOCOMOTIVE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OUI INTOXICATING LIQUOR OFF ROAD VEHICLE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,OUIL DISPOSE OF VEHICLE TO AVOID FORFEITURE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,PER SE - VIOLATION OF OPERATING WITH BAC OF 10% OR MORE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,"PER SE"" - VIOLATION OF OPERATING WITH BAC OF 10% OR MORE"
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,PERMITTED PERSON UNDER THE INFLUENCE OF ALCOHOL TO OPERATE
90D,Crimes against society,Driving Under the Influence,90D Driving Under the Influence,OUIL,PERMITTED PERSON UNDER THE INFLUENCE OF DRUGS TO OPERATE
90E,Crimes against society,Drunkenness (except Driving Under the Influence),90E Drunkenness (except Driving Under the Influence),DRUNKENNESS,DRUNKENNESS (ALL CRIMINAL)
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,CHILD NEGLECT
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,CRUELTY TOWARD CHILD/NONVIOLENT
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,CRUELTY/NEGLECT (OTHER)
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,FAILING TO REPORT CHILD ABUSE
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,FAMILY - ABUSE / NEGLECT NONVIOLENT
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",WEAPONS OFFENSES,FAMILY - ABUSE / NEGLECT NONVIOLENT
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,FAMILY - NONSUPPORT
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,FAMILY - OTHER
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,FAMILY OFFENSE (OTHER)
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,NEGLECT CHILD
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,NEGLECT FAMILY/NON-SUPPORT FELONY
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",FAMILY OFFENSE,NON-SUPPORT OF PARENTS
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,ALCOHOL - MINOR IN POSSESSION
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR - FURNISHING ALCOHOL TO A MINOR
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR - MINOR IN POSSESSION IN M/V
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR - MINOR POSSESS/CONSUME/PURCHASE ATTEMPTS
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)"
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR LICENSE - ESTABLISHMENT
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR VIOLATION - SELL
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR VIOLATIONS - OTHER
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,LIQUOR VIOLATIONS (OTHER)
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,POSSESSION OF ALCOHOLIC LIQUOR IN A MOTOR VEHICLE
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR,VIOLATION OF LIQUOR CONTROL LAWS
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,OTHER,TRESPASS
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,OTHER,TRESPASS (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ABORTION,"ABORTIFACIENT (SELLING, MANUFACTURING, ETC)"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,AIDING PRISONER ESCAPE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,AIRCRAFT SAFETY VIOLATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,ANIMALS -CRUELTY TO
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,"ANIMALS (OUT OF SEASON, OVER LIMIT, ETC)"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,ANIMALS AT LARGE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MILITARY,AWOL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,FAMILY OFFENSE,BIGAMY-POLYGAMY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,CIGARETTE TAX
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ASSAULT,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,CONDITIONAL RELEASE VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS ARREST,CONSPIRACY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS ARREST,CONSPIRACY BY COMPUTER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,CONTEMPT OF COURT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,FAMILY OFFENSE,CONTRIBUTE TO DELINQUENCY OF MINOR (EXCEPT ALCOHOL)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MILITARY,DESERTION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,DIVULGE EAVESDROP INFORMATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,DOG LAW VIOLATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,EAVESDROPPING (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,ENVIRONMENT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,ESCAPE -PRISON
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,"ESCAPE -YOUTH HOME, YOUTH TRAINING CAMP, ETC"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OUIL,ESCAPE / FLIGHT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,WEAPONS OFFENSES,ESCAPE / FLIGHT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,ESCAPE MENTAL INSTITUTION -CRIMINAL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,ESCAPE- COUNTY JAIL/WORK FARM
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,ESCAPE/FLIGHT (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,EVIDENCE DESTROYING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,FAILURE TO APPEAR
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,FAILURE TO COMPLY WITH REPORTING DUTIES (SEX OFFENDER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,FAILURE TO REGISTER (SEX OFFENDER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,FAILURE TO REPORT CRIME
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,FAILURE TO SIGN REGISTRATION (SEX OFFENDER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,DISORDERLY CONDUCT,FALSE FIRE ALARM
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,FALSE PERSONATION OF POLICE OFFICER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,"FALSE PERSONATION, WEARING BADGE OR UNIFORM OF STATE POLICEMAN"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NEGLIGENT HOMICIDE,FELONY DEATH BY DRUNK DRIVING -BOAT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NEGLIGENT HOMICIDE,FELONY DEATH FROM FLEEING VEHICLE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,FLEEING OR ELUDING POLICE (PENAL CODE)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,"FLIGHT TO AVOID PROSECUTION, ETC, ABSCONDING, FLEEING OR ELUDING"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,FOOD - (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,FOOD - ADULTERATED
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,FUGITIVE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,GAMBLING,GAMBLING (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,DISORDERLY CONDUCT,HARASSING COMMUNICATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ESCAPE,HARBORING (ESCAPEE OR FUGITIVE)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,HEALTH AND SAFETY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,HEALTH AND SAFETY VIOLATIONS (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,IMMIGRATION,ILLEGAL ENTRY 
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,IMMIGRATION,IMMIGRATION (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,INCOME TAX
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,INHALATION OF CHEMICAL AGENTS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,INVADE PRIVACY (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,INVASION OF PRIVACY - OTHER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,JUDICIAL OFFICER MISCONDUCT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,LICENSE -STAMP VIOLATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,LITTERING ON PUBLIC OR PRIVATE PROPERTY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,MAKING FALSE REPORT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,MANDATORY RELEASE VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MILITARY,MILITARY (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,DANGEROUS DRUGS,MISCELLANEOUS CRIMINAL OFFENSE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,FRAUD,MOTOR VEHICLE FRAUD - CONCEALING IDENTITY OF MOTOR VEHICLE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,OBSTRUCT (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,OBSTRUCT CRIMINAL INVESTIGATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,OBSTRUCT POLICE (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,OBSTRUCT POLICE AND/OR FIREMAN
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,OBSTRUCTING COURT ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS,OBSTRUCTING JUSTICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,OBSTRUCTING JUSTICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,WEAPONS OFFENSES,OBSTRUCTING JUSTICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,DISORDERLY CONDUCT,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OUIL,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,WEAPONS OFFENSES,OBSTRUCTING POLICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,OFF-ROAD VEHICLE VIOLATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,OPENING SEALED COMMUNICATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ASSAULT,"OTHER ELECTRONIC MEDIUM USED FOR HARASSMENT, THREATS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,PAROLE VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,PERJURY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,PERSONAL PROTECTION ORDER - VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,PERSONS UNDER 18 YEAR OF AGE IN POSSESSION OR USE OF TOBACCO PRODUCTS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,STOLEN VEHICLE,POSSESS STOLEN VEHICLE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,STOLEN VEHICLE,POSSESSION OF A STOLEN VEHICLE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,WEAPONS OFFENSES,POSSESSION OF A STOLEN VEHICLE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,PROBATION VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,REFUSING TO ASSIST OFFICER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,SABOTAGE 
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,SELECTIVE SERVICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,"SELL, GIVE, FURNISH TOBACCO PRODUCTS TO PERSONS UNDER 18 YEARS OF AGE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,SMUGGLE CONTRABAND
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,SMUGGLE CONTRABAND INTO PRISON/COUNTY JAIL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,SOVEREIGNTY (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,SUBORNATION OF PERJURY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,TAX/REVENUE (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ASSAULT,"TELEPHONE USED FOR HARASSMENT, THREATS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,DISORDERLY CONDUCT,TELEPHONE USED FOR OBSCENE CALLS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS,TERRORIST ACTIVITY - ELECTRONIC
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS,TERRORIST ACTIVITY - OTHER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ASSAULT,THREATS / HARASSMENT BY USE OF COMPUTER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ASSAULT,THREATS / HARASSMENT BY USE OF TELEPHONE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,TRAFFIC,TRAFFIC VIOLATIONS - FLEEING OR ELUDING POLICE (FELONY)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,TRAFFIC,"TRAFFIC VIOLATIONS - FLEEING OR ELUDING POLICE OFFICER, PRIOR"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,TREASON
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,UNCASED GUN IN VEHICLE (CONSERVATION VIOLATION)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION COUNTY PARKS/AIRPORT RULES/REGULATIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION DNR ADMINISTRATIVE RULE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION OF ABOVE GROUND STORAGE TANK REGULATORY ACT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION OF CONSERVATION LAWS (OTHER)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION OF ELECTION LAWS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING JUDICIARY,VIOLATION OF PRELIMINARY INJUNCTIVE ORDER (PEACE BOND)
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION OF SMOKELESS TOBACCO PRODUCTS LAW
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER,VIOLATION OF SMOKING LAWS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,WITNESS -DECEIVING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OBSTRUCTING THE POLICE,WITNESS -DISSUADING
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,DAMAGE TO PROPERTY,COMPUTER USED IN THE COMMISION OF CRIME
11D,Crimes against person,Sex Offenses,11D Fondling,AGGRAVATED ASSAULT,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,ASSAULT,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,BURGLARY,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,FAMILY OFFENSE,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,LARCENY,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,OBSTRUCTING THE POLICE,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,ROBBERY,CSC 2ND DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,SEX OFFENSES,CSC 2ND DEGREE - FORCIBLE CONTACT
11C,Crimes against person,Sex Offenses,11C Sexual Assault With An Object,SEXUAL ASSAULT,CSC 3RD DEGREE - OBJECT
36B,Crimes against person,"Sex Offenses, Nonforcible",36B Statutory Rape,SEXUAL ASSAULT,CSC 3RD DEGREE - ORAL / ANAL
36B,Crimes against person,"Sex Offenses, Nonforcible",36B Statutory Rape,LARCENY,CSC 3RD DEGREE - PENIS / VAGINA
36B,Crimes against person,"Sex Offenses, Nonforcible",36B Statutory Rape,SEXUAL ASSAULT,CSC 3RD DEGREE - PENIS / VAGINA
11D,Crimes against person,Sex Offenses,11D Fondling,BURGLARY,CSC 4TH DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,DAMAGE TO PROPERTY,CSC 4TH DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,OBSTRUCTING THE POLICE,CSC 4TH DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,ROBBERY,CSC 4TH DEGREE - FORCIBLE CONTACT
11D,Crimes against person,Sex Offenses,11D Fondling,SEX OFFENSES,CSC 4TH DEGREE - FORCIBLE CONTACT
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,BURGLARY,NA
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,FRAUD,NA
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,LARCENY,NA
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,RUNAWAY,NA
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,SEX OFFENSES,SEX OFFENSE - OTHER
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,SEX OFFENSES,SEXUAL PENETRATION NONFORCIBLE - BLOOD / AFFINITY
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,SEX OFFENSES,SEXUAL PENETRATION NONFORCIBLE - OTHER
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,ACCIDENT - FAIL TO GIVE ASSISTANCE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,ACCIDENT - FAIL TO STOP AND IDENTIFY
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,"ACCIDENT, FAILED TO REPORT"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,ALL OTHER MOTOR CARRIER VIOLATIONS - OTHER MOTOR BUS TRANSPORTATION VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,HAZARDOUS MATERIALS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,SOLICITATION (ALL CRIMES EXCEPT PROSTITUTION)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - ATTEMPTED TO FLEE OR ELUDE POLICE OFFICER
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - AVOIDED TRAFFIC CONTROL DEVICE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - BICYCLE VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - BUMPER/SUSPENSION VIOLATION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - CARELESS DRIVING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - CHILD RESTRAINT VIOLATION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DEFECTIVE OR IMPROPER BRAKES
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DISREGARDED FLASHING RED SIGNAL
